;Keywords;Answer
1462;['Основания', 'услуге', 'детский'];"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность (при предоставлении государственной услуги посредством МФЦ, а также при проверке полномочий представителя при личном обращении в Комиссию);
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя (при предоставлении государственной услуги посредством МФЦ, а также при проверке полномочий представителя при личном обращении в Комиссию);
- непредставление заявителем (представителем) согласия на обработку персональных данных лица, не являющегося заявителем (представителем), в случае если для предоставления государственной услуги необходима обработка персональных данных такого лица, при предоставлении государственной услуги посредством МФЦ, а также при личном обращении в Комиссию.
"
1463;['Основания', 'услуги', 'детский'];"На этапе выдачи направления для приема ребенка в ОУ:
- при отсутствии подтверждения заявителем потребности в предоставленном месте;
- в случае отказа заявителя от предоставленного места.
На этапе рассмотрения заявления о приеме в ОУ и представленных документов:
- непредставление документов, необходимых для оказания государственной услуги;
- обращение лица, не относящегося к категории заявителей."
1464;['Основания', 'услуги', 'детский'];"На этапе рассмотрения заявления комиссией:
- обращение лица, не относящегося к категории заявителей;
- возрастные ограничения для получения ребенком дошкольного образования в ОУ;
- наличие зарегистрированного заявления с идентичными персональными данными ребенка, поступившее ранее одним из способов подачи заявления о постановке на учет;
- отсутствие в ОУ возрастной группы на планируемый год поступления ребенка в ОУ;
- отсутствие заключения ПМПК при постановке ребенка на учет или переводе ребенка в другое ОУ в группу компенсирующей направленности;
- отсутствие заключения из медицинской организации, подтверждающей потребность в группе оздоровительной направленности;
- при подаче заявления о постановке ребенка на учет - присутствие ребенка в списке зачисленных воспитанников в группу указанной в заявлении направленности данного ОУ.
В приеме в ОУ может быть отказано только по причине отсутствия в ней свободных мест. В случае отсутствия мест в ОУ родители (законные представители) ребенка для решения вопроса о его устройстве в другое ОУ обращаются в Комиссию."
1465;['Результат', 'услуги', 'детский'];"постановка (отказ в постановке) ребенка на учет в качестве нуждающегося в получении дошкольного образования и (или) присмотра и ухода;
- внесение изменений в заявление о постановке ребенка на учет;
- направление для приема ребенка в ОУ;
- прием (отказ в приеме) ребенка в ОУ;
- перевод ребенка в другое ОУ или изменение условий договора об образовании по образовательным программам дошкольного образования с родителем ("
1466;['Срок', 'услуги', 'детский'];"Постановка ребенка на учет.
Принятие решения о постановке (отказе в постановке) ребенка на учет производится в течение 10 рабочих дней с даты обращения заявителя на Портал или в МФЦ, 10 рабочих дней с даты регистрации указанного заявления в КАИС КРО в случае обращения заявителя на федеральный Портал.

Перевод ребенка в другое ОУ или изменение условий заключенного договора.
Принятие решения о постановке (или об отказе в постановке) ребенка на учет для перевода в другое ОУ или изменении условий заключенного договора производится в течение 10 рабочих дней с даты обращения заявителя на Портал или в МФЦ, 10 рабочих дней с даты регистрации указанного заявления в КАИС КРО в случае обращения заявителя на федеральный Портал.
Прием в ОУ осуществляется в течение всего календарного года при наличии свободных мест.

Выдача направления для приема ребенка в ОУ.
Комиссия выдает направление для приема ребенка в ОУ в срок не позднее завершения периода комплектования на текущий год (30 июня текущего года), а в период доукомплектования (с 1 августа по 31 января текущего года) при наличии вакантного места в ОУ. Направление для приема ребенка в ОУ действительно в течение 30 календарных дней с даты уведомления заявителя. Датой уведомления заявителя является дата формирования на Портале или федеральном Портале электронного направления (в случае подачи заявления о постановке ребенка на учет в электронном виде через Портал или федеральный Портал) или дата фиксации в МАИС ЭГУ факта информирования заявителя о возможности получения направления в МФЦ (в случае подачи заявления посредством МФЦ).

Прием ребенка в ОУ.
ОУ принимает решение о приеме ребенка или отказывает в приеме ребенка в течение 3 рабочих дней с даты приема документов от заявителя.

"
1467;['Какие', 'услуге', 'детский'];"Заявитель имеет право после получения уведомления о постановке ребенка на учет внести следующие изменения в заявление с сохранением даты постановки ребенка на учет:
- изменить ранее выбранный год поступления ребенка в ОУ;
- изменить ранее выбранный район Санкт-Петербурга с обязательным изменением ОУ;
- изменить ранее выбранные ОУ в указанном районе Санкт-Петербурга;
- изменить ранее выбранную направленность группы;
- изменить или добавить сведения о внеочередном, первоочередном или преимущественном праве зачисления в ОУ;
- изменить сведения о месте регистрации и месте жительства ребенка;
- изменить контактные данные заявителя (телефон, эл. почта);
- указать (отменить) согласие на предложение свободного места в других ОУ."
1468;['Какие', 'услуге', 'детский'];"При изменении фамилии, имени, отчества заявителя и ребенка, даты рождения ребенка, реквизитов удостоверения личности заявителя и ребенка изменения в заявление не вносятся. Родитель (законный представитель) ребенка подтверждает изменения руководителю ОУ соответствующими оригиналами документов при предъявлении в ОУ направления для приема ребенка в ОУ.
В случае прекращения деятельности ОУ внесение изменений в заявление о постановке ребенка на учет инициируется Комиссией с предложением изменить ранее выбранное ОУ по причине прекращения его деятельности посредством рассылки уведомлений заявителям, в заявлениях которых указано ОУ, прекращающее деятельность, на адрес электронной почты, указанной в заявлении о постановке ребенка на учет."
1469;['Последовательность', 'услуге', 'детский'];"В случае обращения заявителя (представителя) в МФЦ для внесения изменений в обращение, поданное через МФЦ, работник МФЦ:
1) Проводит проверку полномочий обратившегося лица.
2) Находит в «Истории обращений» или по номеру ранее оформленное обращение.
3) В режиме редактирования в соответствии с заполненным заявителем заявлением о внесении изменений корректирует соответствующие поля на вкладке «Доп. атрибуты» или поле «Контактная информация» на вкладке «Заявитель/Представитель» в соответствии с Порядком обработки обращения в МАИС (зачисление) или Порядком обработки обращения в МАИС (перевод).
4) Сканирует в электронное дело отдельным файлом заявление о внесении изменений.
5) Сканирует в электронное дело отдельными файлами документы, подтверждающие внесенные изменения (в случае представления заявителем).
6) После внесенных изменений отправляет обращение в работу со статусом (16) «Электронное дело передано на рассмотрение в ответственный орган власти / ответственную организацию».
7) Отдает заявителю заявление о внесении изменений."
1470;['Какие', 'услуге', 'детский'];"Внесение изменений доступно только в случае, если обращение находится в следующих статусах 
- 84 с комментариями «На учете» / «Заявление рассмотрено» / «Уведомление о постановке ребенка на учет» (т.е. поступило уведомление о постановке на учет);
- 84 с комментарием о постановке на следующий год (т.е. поступило уведомление о постановке на учет следующего года);
- 84 с комментарием «Временно зачислен» (до 28.10.2021 ребенок мог быть зачислен в альтернативный д/с и продолжать стоять на учете в выбранные д/с);
- 85, установленного после статуса 84 с комментариями, указанными выше;
- 151 с комментарием «Ожидание направления».
"
1471;['Обратить', 'услуге', 'детский'];При получении уведомления о неявке в ДОУ для восстановления ребенка в очереди заявителю необходимо обратиться в Комиссию. При отсутствии обращения заявителя в Комиссию в течение двух лет заявление аннулируется. Внесение изменений возможно после установки статуса 84 с уведомлением о постановке на учет.
1472;['Срок', 'услуге', 'детский'];Решение о внесении изменений (отказе о внесении изменений) в заявление о постановке ребенка на учет принимается Комиссией в течение 10 рабочих дней с даты обращения заявителя на Портал или в МФЦ, 10 рабочих дней с даты регистрации указанного заявления в КАИС КРО в случае обращения заявителя на федеральный Портал.
1473;['Результат', 'услуге', 'детский'];"внесение изменений в заявление о постановке ребенка на учет в МАИС ЭГУ или на федеральном Портале;
- выгрузка полученных заявлений с внесением изменений в личные кабинеты членов Комиссии в КАИС КРО."
1474;['Отклонение', 'услуге', 'детский'];"обращения лица, не относящегося к категории заявителей;
- несоответствия возрастным ограничениям для получения ребенком дошкольного образования в ОУ;
- отсутствия в ОУ возрастной группы на планируемый год поступления ребенка в ОУ;
- отсутствия заключения ПМПК при указании потребности в группе компенсирующей направленности;
- отсутствия медицинского заключения при указании потребности в группе оздоровительной направленности;
- непредставления необходимых документов."
1475;['услуге', 'является', 'заявителем'];Заявителями являются граждане Российской Федерации, постоянно проживающие на территории Российской Федерации, а также временно проживающие в Российской Федерации иностранные граждане и лица без гражданства, в том числе являющиеся родителями или законными представителями (опекунами, приемными родителями) несовершеннолетних граждан.
1476;['Сроки', 'услуге', 'подачи'];"1 этап: с 1 апреля 2023 года до 30 июня 2023 года
- дети, имеющие внеочередное, первоочередное, преимущественное право зачисления на обучение;
- дети, проживающие на закрепленной территории. В случае подачи заявления после 30 июня зачисление производится на общих основаниях.
Дата и время подачи заявления на 1 этапе не являются критерием принятия решения о зачислении.

2 этап: с 6 июля 2023 года до момента заполнения свободных мест, но не позднее 5 сентября 2023 года
- дети, не проживающие на закрепленной территории.
Образовательные организации, закончившие прием в первый класс всех детей, имеющих преимущественное право, и детей, проживающих на закрепленной территории, осуществляют прием детей, не проживающих на закрепленной территории, ранее 6 июля 2023 года.
На 2 этапе критерием принятия решения о зачислении являются наличие свободных мест в образовательной организации, дата и время подачи заявления."
1477;['услуге', 'возраст', 'зачисления'];"Получение начального общего образования в образовательных организациях начинается по достижении детьми возраста шести лет и шести месяцев при отсутствии противопоказаний по состоянию здоровья, но не позже достижения ими возраста восьми лет.

В случае зачисления в первый класс образовательной организации ребенка до достижения им возраста шести лет и шести месяцев или после достижения им возраста восьми лет следует информировать заявителя о необходимости представления в образовательную организацию разрешения исполнительного органа государственной власти Санкт-Петербурга, в ведении которого находится образовательная организация."
1478;['услуге', 'подано', 'заявление']; Если заявитель оформил обращение в образовательную организацию, повторная подача заявления в эту же образовательную организацию будет автоматически закрываться отказом по дублирующему признаку, если первичное обращение не закрыто отказом школы или не отозвано.Необходимо проинформировать заявителя об отсутствии необходимости подачи повторного обращения, предупредить об отказе по дублирующему признаку и уточнить причину повторной подачи заявления в эту же школу.
1479;['услуге', 'повторная', 'подача'];"в ранее поданном заявлении была допущена ошибка (например, некорректно указаны данные заявителя/ребенка, льготная категория, адрес проживания ребенка и т.д.);
- была неверно выбрана подуслуга.
Следует рекомендовать заявителю отозвать данное обращение и после отзыва подать повторное обращение."
1480;['Какие', 'услуге', 'документы'];"Документ, удостоверяющий личность заявителя:
- паспорт гражданина Российской Федерации;
- временное удостоверение личности гражданина Российской Федерации, выдаваемое на период оформления паспорта;
- паспорт иностранного гражданина;
- паспорт иностранного гражданина и свидетельство о регистрации ходатайства о признании его вынужденным переселенцем или удостоверение вынужденного переселенца;
- свидетельство о регистрации ходатайства на получение статуса беженца, которое удостоверяет личность и подтверждает законность нахождения на территории Российской Федерации лица (в случае если заявителями выступают беженцы);
И
Документ, подтверждающий законность пребывания на территории Российской Федерации иностранного гражданина:
- миграционная карта;
- разрешение на временное проживание;
- вид на жительство."
1481;['Какие', 'услуге', 'документы'];"1) Документ, удостоверяющий личность представителя;
2) Документ, подтверждающий полномочия представителя:
документ, оформленный в соответствии с действующим законодательством Российской Федерации, подтверждающий наличие у представителя прав действовать от имени лица заявителя и определяющий условия и границы реализации права представителя на получение услуги, в том числе:
- доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса Российской Федерации;
- доверенность в простой письменной форме (примерная форма доверенности);
- акт уполномоченного на то государственного органа или органа местного самоуправления."
1482;['Какие', 'услуге', 'дополнительно'];"1. Свидетельство о рождении или паспорт обучающегося (при наличии).
В МФЦ предоставляется оригинал документа. 2. Документы, подтверждающие право заявителя действовать в интересах ребенка (родство заявителя с ребенком):
- свидетельство о рождении;
- свидетельство об усыновлении;
- свидетельство об усыновлении, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык;
- свидетельство об установлении отцовства;
- свидетельство об установлении отцовства, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык;
- свидетельство о заключении и (или) расторжении брака;
- свидетельство о заключении и (или) расторжении брака, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык;
- свидетельство о перемене имени;
- свидетельство о перемене имени, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык;
- документы об установлении над ребенком опеки или попечительства, передаче ребенка в приемную семью;
- документы об установлении над ребенком опеки или попечительства, передаче ребенка в приемную семью, выданные компетентными органами иностранного государства, и их нотариально удостоверенный перевод на русский язык."
1483;['МФЦ', 'Основания', 'услуге'];"обращение лица, не являющегося заявителем;
- непредставление заявителем документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем заявителя документов, подтверждающих его полномочия."
1484;['Основания', 'услуге', 'отказа'];"обращение лица, не являющегося заявителем;
- непредставление заявителем документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем заявителя документов, подтверждающих его полномочия;
- подача заявления в период, отличающийся от периода предоставления услуги, установленного в пункте 2.4.1 регламента, с учетом указанных в них категорий детей;
- непредставление в образовательную организацию оригиналов документов, необходимых для получения услуги;
- отсутствие свободных мест в образовательной организации;
- наличие в КАИС КРО заявления, содержащего идентичные данные ребенка и образовательной организации, указанные в заявлении;
- возрастные ограничения (при зачислении в первые классы): получение начального общего образования в образовательных организациях начинается по достижении детьми возраста шести лет и шести месяцев при отсутствии противопоказаний по состоянию здоровья, но не позже достижения ими возраста восьми лет."
1485;['Основание', 'услуге', 'отказа'];отсутствие свободных мест в образовательной организации.
1486;['Срок', 'услуги', 'предоставления'];"Максимальный срок предоставления услуги по зачислению в первый класс образовательной организации на следующий учебный год составляет 70 рабочих дней.
Направление заявителю приглашения в образовательную организацию с указанием даты и времени приема оригиналов документов осуществляется в следующие сроки:
- при приеме детей, имеющих внеочередное, первоочередное, преимущественное право зачисления, и детей, проживающих на закрепленной территории, - не ранее 30 рабочих дней с даты начала приема, но не позднее 30 июня текущего года;
- при приеме детей, не проживающих на закрепленной территории, - не ранее 10 рабочих дней с даты начала приема, но не позднее 30 рабочих дней со дня подачи заявления.

Зачисление в первый класс образовательной организации на следующий учебный год детей, имеющих внеочередное, первоочередное, преимущественное право зачисления, и детей, проживающих на закрепленной территории, оформляется распорядительным актом образовательной организации в течение 3 рабочих дней после завершения приема заявлений о приеме на обучение в первый класс.

Зачисление в первый класс образовательной организации на следующий учебный год детей, не проживающих на закрепленной территории, оформляется распорядительным актом образовательной организации в течение 5 рабочих дней после приема документов образовательной организацией."
1487;['Результатом', 'услуги'];"является решение о зачислении в образовательную организацию для получения бесплатного начального общего, основного общего и среднего общего образования в пределах федеральных государственных образовательных стандартов общего образования.
Результат предоставления услуги учитывается в КАИС КРО."
1488;['Порядок', 'услуге', 'выдачи'];"Уведомления распечатываются из МАИС ЭГУ и выдаются в окнах выдачи документов с отметкой в «Журнале учета выданных документов».
Прием документов осуществляется образовательной организацией в сроки, указанные в приглашении образовательной организации."
1489;['Сроки', 'услуге', 'подачи'];Заявления принимаются в течение всего года.
1490;['МФЦ', 'Основания', 'услуги'];"обращение лица, не являющегося заявителем;
- непредставление заявителем документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем заявителя документов, подтверждающих его полномочия."
1491;['Основания', 'услуге', 'отказа'];"обращение лица, не являющегося заявителем;
- непредставление заявителем документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем заявителя документов, подтверждающих его полномочия;
- подача заявления в период, отличающийся от периода предоставления услуги, установленного в пункте 2.4.1 регламента, с учетом указанных в них категорий детей;
- непредставление в образовательную организацию оригиналов документов, необходимых для получения услуги;
- отсутствие свободных мест в образовательной организации;
- наличие в КАИС КРО заявления, содержащего идентичные данные ребенка и образовательной организации, указанные в заявлении;
- возрастные ограничения (при зачислении в первые классы): получение начального общего образования в образовательных организациях начинается по достижении детьми возраста шести лет и шести месяцев при отсутствии противопоказаний по состоянию здоровья, но не позже достижения ими возраста восьми лет."
1492;['Основание', 'услуги', 'отказа'];отсутствие свободных мест в образовательной организации.
1493;['Результатом', 'услуги', 'предоставления'];Результатом предоставления услуги является решение о зачислении в образовательную организацию для получения бесплатного начального общего, основного общего и среднего общего образования в пределах федеральных государственных образовательных стандартов общего образования.
1494;['Срок', 'услуги', 'предоставления'];"Максимальный срок предоставления услуги по зачислению в 1-11 (12) классы образовательных организаций на текущий учебный составляет 22 рабочих дня.
Направление заявителю приглашения в образовательную организацию с указанием даты и времени приема документов осуществляется в следующие сроки:
в первые-одиннадцатые (двенадцатые) классы образовательных организаций на текущий учебный год: не позднее 15 рабочих дней со дня подачи заявления.

Зачисление в первые-одиннадцатые (двенадцатые) классы образовательных организаций на текущий учебный год оформляется распорядительным актом образовательной организации в течение 5 рабочих дней после приема документов образовательной организацией."
1495;['Зачислять', 'общего', 'образовательные'];Заявителями являются граждане Российской Федерации, постоянно проживающие на территории Российской Федерации, а также временно проживающие в Российской Федерации иностранные граждане и лица без гражданства, в том числе являющиеся родителями или законными представителями (опекунами, приемными родителями) несовершеннолетних граждан.
1496;['Зачислять', 'общего', 'образовательные'];"1 этап: с 1 апреля 2023 года до 30 июня 2023 года
- дети, имеющие внеочередное, первоочередное, преимущественное право зачисления на обучение;
- дети, проживающие на закрепленной территории. В случае подачи заявления после 30 июня зачисление производится на общих основаниях.
Дата и время подачи заявления на 1 этапе не являются критерием принятия решения о зачислении.

2 этап: с 6 июля 2023 года до момента заполнения свободных мест, но не позднее 5 сентября 2023 года
- дети, не проживающие на закрепленной территории.
Образовательные организации, закончившие прием в первый класс всех детей, имеющих преимущественное право, и детей, проживающих на закрепленной территории, осуществляют прием детей, не проживающих на закрепленной территории, ранее 6 июля 2023 года.
На 2 этапе критерием принятия решения о зачислении являются наличие свободных мест в образовательной организации, дата и время подачи заявления."
1497;['Зачислять', 'общего', 'образовательные'];"Получение начального общего образования в образовательных организациях начинается по достижении детьми возраста шести лет и шести месяцев при отсутствии противопоказаний по состоянию здоровья, но не позже достижения ими возраста восьми лет.

В случае зачисления в первый класс образовательной организации ребенка до достижения им возраста шести лет и шести месяцев или после достижения им возраста восьми лет следует информировать заявителя о необходимости представления в образовательную организацию разрешения исполнительного органа государственной власти Санкт-Петербурга, в ведении которого находится образовательная организация."
1498;['Зачислять', 'общего', 'образовательные']; Если заявитель оформил обращение в образовательную организацию, повторная подача заявления в эту же образовательную организацию будет автоматически закрываться отказом по дублирующему признаку, если первичное обращение не закрыто отказом школы или не отозвано.Необходимо проинформировать заявителя об отсутствии необходимости подачи повторного обращения, предупредить об отказе по дублирующему признаку и уточнить причину повторной подачи заявления в эту же школу.
1499;['Зачислять', 'общего', 'образовательные'];"в ранее поданном заявлении была допущена ошибка (например, некорректно указаны данные заявителя/ребенка, льготная категория, адрес проживания ребенка и т.д.);
- была неверно выбрана подуслуга.
Следует рекомендовать заявителю отозвать данное обращение и после отзыва подать повторное обращение."
1500;['Зачислять', 'общего', 'образовательные'];"Документ, удостоверяющий личность заявителя:
- паспорт гражданина Российской Федерации;
- временное удостоверение личности гражданина Российской Федерации, выдаваемое на период оформления паспорта;
- паспорт иностранного гражданина;
- паспорт иностранного гражданина и свидетельство о регистрации ходатайства о признании его вынужденным переселенцем или удостоверение вынужденного переселенца;
- свидетельство о регистрации ходатайства на получение статуса беженца, которое удостоверяет личность и подтверждает законность нахождения на территории Российской Федерации лица (в случае если заявителями выступают беженцы);
И
Документ, подтверждающий законность пребывания на территории Российской Федерации иностранного гражданина:
- миграционная карта;
- разрешение на временное проживание;
- вид на жительство."
