№ услуги;Полное наименование услуги;Сокращенное наименование услуги;Теги по услуге;Вопрос;Ответ
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Какие документы удостоверяют личность?;паспорт гражданина Российской Федерации или временное удостоверение личности, выданное на период его замены
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Какие документы предоставить при обращении представителя?;"паспорт Российской Федерации получателя услуги или временное удостоверение личности, выданное на период его замены, или нотариально заверенная копия паспорта получателя услуги 2.Документ, удостоверяющий личность законного представителя (опекуна или попечителя) или доверенного лица (паспорт гражданина Российской Федерации или временное удостоверение личности, выданное на период его замены). 3.Документ, подтверждающий полномочия представителя:
- документ, подтверждающий право законного представителя выступать от имени заявителя (решение органа опеки об установлении опеки (попечительства));
- доверенность, оформленная в соответствии с действующим законодательством (нотариально удостоверенная либо приравненная к нотариально удостоверенной доверенности, подтверждающая наличие у представителя прав действовать от лица заявителя и определяющая условия и границы реализации права на получение государственной услуги, в том числе оформленная в простой письменной форме, не требующей нотариального или другого предусмотренного законодательством удостоверения)."
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Какие дополнительно документы должен предоставить заявитель?;"1 Документы, содержащие сведения о месте жительства гражданина в Санкт-Петербурге:
- сведения о месте жительства гражданина, указанные в паспорте;

или в случае отсутствия в паспорте гражданина сведений о месте жительства в Санкт-Петербурге:
- справка о регистрации по месту жительства гражданина (форма № 9) - для граждан, проживающих в домах, не обслуживаемых Отделами вселения и регистрационного учета граждан жилищных агентств районов Санкт-Петербурга;
- решение суда об установлении места жительства в Санкт-Петербурге. 2.Кроме лиц, достигших возраста 60 и 55 лет (для мужчин и женщин соответственно), которым не установлена пенсия представляются:

Документы, подтверждающие право на получение пенсии по старости в соответствии с Федеральным законом «О страховых пенсиях»:
- пенсионное удостоверение или свидетельство пенсионера, выдаваемое территориальными органами Пенсионного фонда Российской Федерации;
или
- справка об установлении (получении) пенсии (о достижении возраста, дающего право на получение пенсии по старости в соответствии с Федеральным законом «О страховых пенсиях»), выдаваемая территориальными органами Пенсионного фонда Российской Федерации (при отсутствии этих сведений в АИС ЭСРН) (примеры справки: образец № 1, образец № 2). 3. Документы, подтверждающие право на назначение ЕДВ:  Женщины, которым присвоено почетное звание «Мать-героиня», представляют:
- удостоверение к ордену «Мать-героиня» (в случае, если указанное удостоверение выдано не на территории Санкт-Петербурга).
- грамота Матери-героине Президиума Верховного Совета СССР, выданная в соответствии с Указом Президиума Верховного Совета СССР от 08.07.1944 «Об увеличении государственной помощи беременным женщинам, многодетным и одиноким матерям, усилении охраны материнства и детства, об установлении высшей степени отличия - звания «Мать-героиня» и учреждении ордена «Материнская слава» и медали «Медаль материнства». Один из родителей (усыновителей), награжденных орденом «Родительская слава», представляет:
- Указ Президента Российской Федерации о награждении орденом «Родительская слава»;
- грамота о награждении орденом «Родительская слава», выданная в соответствии с Указом Президента Российской Федерации от 13.05.2008 № 775 «Об учреждении ордена «Родительская слава»;
- удостоверение к ордену «Родительская слава»;
- свидетельство о браке (для одного из родителей (усыновителей), награжденных орденом «Родительская слава»), выданное не на территории Санкт-Петербурга;
- документ, подтверждающий, что гражданин является усыновителем (для одного из усыновителей, награжденных орденом «Родительская слава»);
- свидетельство о смерти (в случае смерти одного из родителей (усыновителей), награжденных орденом «Родительская слава»), выданное не на территории Санкт-Петербурга.  Женщины, родившими и воспитавшими 10 и более детей, представляют:
- свидетельства о рождении детей, выданные не на территории Санкт-Петербурга."
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Основания для отказа в приеме документов;"не предусмотрены.
В случае обнаружения несоответствия документов установленным требованиям следует рекомендовать заявителю устранить выявленные недостатки (в соответствии с п. 2.16.1 административного регламента).
"
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Основание для отказа в предоставлении государственной услуги;"непредставление в администрацию района всех необходимых документов и заявления о предоставлении государственной услуги.
"
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Основание для приостановления перечисления ЕДВ;наступление первого числа месяца, следующего за месяцем приостановления выплаты пенсии, на основании сведений, имеющихся в АИС «ЭСРН».
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Основание для возобновления перечисления ЕДВ;наступление месяца возобновления выплаты пенсии, если сведения, имеющиеся в АИС «ЭСРН», подтверждают возобновление выплаты пенсии в течение трех месяцев с даты приостановления перечисления ЕДВ
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Перечисление ЕДВ прекращается по следующим основаниям;"наступление смерти, признание умершим или безвестно отсутствующим гражданина, имеющего право на ЕДВ, с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- утрата гражданином права на получение ЕДВ с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- принятие администрацией района Санкт-Петербурга решения о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга от 22.11.2011 № 728-132 «Социальный кодекс Санкт-Петербурга», с первого числа месяца, в котором подано заявление о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга;
- если в течение трех месяцев со дня приостановления перечисления ЕДВ сведения, имеющиеся в АИС «ЭСРН», не подтверждают возобновление выплаты пенсии с первого числа месяца приостановления перечисления ЕДВ;
- поступившее от гражданина заявление о прекращении выплаты ЕДВ."
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Результат предоставления государственной услуги;"принятие решения администрацией района о предоставлении (возобновлении, приостановлении или прекращении перечисления) ЕДВ либо об отказе в предоставлении ЕДВ;
- информирование заявителя о принятом администрацией района решении осуществляется в форме уведомления заявителя о принятии решения администрацией района о предоставлении (возобновлении, приостановлении и прекращении перечисления) ЕДВ либо об отказе в предоставлении ЕДВ.
"
48;Выполнение отдельных функций по предоставлению мер социальной поддержки в виде ежемесячной денежной выплаты матерям, которым присвоено почетное звание «Мать-героиня», и женщинам, родившим и воспитавшим десять и более детей;Ежемесячная денежная выплата женщинам, которым присвоено почетное звание «Мать-героиня» ПДР ЕДВ женщинам, которым присвоено звание Мать-героиня;Мать-героиня;Срок предоставления государственной услуги;"решение о предоставлении (об отказе в предоставлении), приостановлении и возобновлении, а также прекращении перечисления ЕДВ принимается администрацией района в течение десяти рабочих дней со дня подачи заявления со всеми необходимыми документами;
- уведомление о принятом решении администрацией района с соответствующим обоснованием направляется заявителю в 5-дневный срок после принятия решения.
"
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Сумма выплат;9 712 руб. с 01.01.2023
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Кто является заявителем?;Заявителями являются граждане Российской Федерации, имеющие место жительства (постоянную регистрацию) в Санкт-Петербурге, или без определенного места жительства, вставшие на учет в СПб ГКУ «Центр учета» (кроме граждан, выехавших на постоянное место жительства за пределы Российской Федерации), из числа вдов (вдовцов) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы (независимо от даты смерти (гибели) супруга), не вступивших в повторный брак.
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Дополнительная ежемесячная денежная выплата предоставляется независимо от;"даты смерти (гибели) Героя Социалистического Труда или полного кавалера ордена Трудовой Славы;
- получения ежемесячной денежной выплаты, предусмотренной в главе 14 Социального кодекса Санкт-Петербурга (региональные ЕДВ);
- вида назначенной и получаемой пенсии;
- получения ежемесячного пожизненного содержания судьи;
- факта работы и получения доходов."
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Какие документы удостоверяют личность?;Документ, удостоверяющий личность (паспорт гражданина Российской Федерации заявителя или временное удостоверение личности, выданное на период его замены).
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Какие документы предоставить при обращении представителя?;"1. Паспорт Российской Федерации получателя услуги или временное удостоверение личности, выданное на период его замены, или нотариально заверенная копия паспорта получателя услуги.
К пакету документов приобщаются заверенные работником МФЦ и печатью копии страниц с персональными данными и регистрацией. Нотариально заверенная копия паспорта получателя услуги к пакету документов приобщается в оригинале.

2. Документ, удостоверяющий личность законного представителя (опекуна или попечителя) или доверенного лица (паспорт гражданина Российской Федерации; временное удостоверение личности, выданное на период замены паспорта; иные документы, удостоверяющие личность).
К пакету документов приобщаются заверенные работником МФЦ и печатью копии страниц с персональными данными.

3. Документ, удостоверяющий полномочия представителя:
- документ, подтверждающий право законного представителя выступать от имени заявителя (решение органа опеки об установлении опеки (попечительства) об установлении опеки и попечительства);
- доверенность, подтверждающая полномочия, оформленная в соответствии с действующим законодательством (нотариально удостоверенная либо приравненная к нотариально удостоверенной доверенности, подтверждающая наличие у представителя прав действовать от лица заявителя и определяющая условия и границы реализации права на получение государственной услуги, в том числе оформленная в простой письменной форме, не требующей нотариального или другого предусмотренного законодательством удостоверения)."
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Какие дополнительно документы должен предоставить заявитель?;"1  Документы, подтверждающие присвоение звания Героя Социалистического Труда или награждение орденом Трудовой Славы трех степеней.. 2 Документы, содержащие сведения о месте жительства гражданина в Санкт-Петербурге:
- сведения о месте жительства гражданина, указанные в паспорте;

или в случае отсутствия в паспорте гражданина сведений о месте жительства в Санкт-Петербурге:
- справка о регистрации по месту жительства гражданина (форма № 9) - если регистрационный учет осуществляется не ГКУ ЖА;
- решение суда об установлении места жительства в Санкт-Петербурге. 3.Свидетельство о браке гражданина с Героем Социалистического Труда или полным кавалером ордена Трудовой Славы (за исключением документов, выданных на территории Санкт-Петербурга). 4. Свидетельство о смерти Героя Социалистического Труда или полного кавалера ордена Трудовой Славы (за исключением документов, выданных на территории Санкт-Петербурга)."
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Основания для отказа в приеме документов;не предусмотрены.
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Основание для отказа в предоставлении государственной услуги:;"представление гражданином неполных и(или) недостоверных сведений и документов;
- постоянное проживание за границей (при сохранении регистрации по месту жительства в Санкт-Петербурге).
"
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Перечисление ЕДВ прекращается в случаях:;"смерти, признания умершим или безвестно отсутствующим гражданина, имеющего право на ЕДВ, - с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- утраты гражданином права на получение ЕДВ - с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства.
"
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Результат предоставления государственной услуги:;"принятие решения администрацией района о предоставлении (прекращении перечисления) ЕДВ либо об отказе в предоставлении ЕДВ. Решение о предоставлении ЕДВ оформляется распоряжением администрации района.
Информирование заявителя о принятом администрацией района решении осуществляется в форме уведомления заявителя о принятии решения администрацией района о предоставлении (прекращении перечисления) ЕДВ либо об отказе в предоставлении ЕДВ."
948;"Выполнение отдельных функций по предоставлению мер социальной поддержки в виде дополнительной ежемесячной денежной выплаты вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы в Санкт-Петербурге
";Ежемесячная денежная выплата вдовам (вдовцам) Героев Социалистического Труда и полных кавалеров ордена Трудовой Славы Назначение дополнительной ЕДВ вдовам Героев Труда;Герои труда, каваер ордена;Срок предоставления государственной услуги:;"не более 33 рабочих дней с момента регистрации заявления.
Решение о предоставлении (об отказе в предоставлении), а также прекращении перечисления ЕДВ принимается администрацией района в течение 10 рабочих дней со дня подачи заявления со всеми необходимыми документами.
В случае если администрация района запрашивает не представленные заявителем документы и информацию, которые находятся в распоряжении органов, предоставляющих государственные услуги, сведения, необходимые для принятия решения о предоставлении социальной выплаты, решение о предоставлении социальной выплаты или об отказе в предоставлении социальной выплаты администрация района принимает в течение десяти рабочих дней со дня получения всех документов, необходимых для принятия решения.
Направление личного дела в Горцентр для перечисления денежных средств на счет получателя государственной услуги - от одного до трех рабочих дней со дня принятия решения администрацией района о назначении ежемесячной денежной выплаты.
Перечисление денежных средств на счет получателя государственной услуги осуществляется Горцентром в течение 15 дней со дня получения комплекта документов и распоряжения о назначении ежемесячной денежной выплаты из ОСЗН.
О принятом решении администрация района информирует граждан в течение 5 рабочих дней со дня принятия решения.
В случае утраты гражданином права на получение ЕДВ о принятом решении администрация района информирует гражданина в течение пяти рабочих дней со дня принятия решения с указанием причины прекращения перечисления и порядка его обжалования.
При наступлении обстоятельств, влекущих прекращение предоставления дополнительной ЕДВ, гражданин обязан в течение десяти рабочих дней в письменном виде сообщить об этих обстоятельствах в администрацию района.
"
0.12.01;Предоставление дополнительной меры социальной поддержки в виде ежемесячной денежной выплаты гражданам, проживавшим (родившимся) в Ленинграде в период его блокады с 08.09.1941 по 27.01.1944;Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады;блокада, ЕДВ, Ленинграде;Сумма выплат;"Ежемесячная денежная выплата
в 2023 году:  3596 руб."
0.12.01;Предоставление дополнительной меры социальной поддержки в виде ежемесячной денежной выплаты гражданам, проживавшим (родившимся) в Ленинграде в период его блокады с 08.09.1941 по 27.01.1944;Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады;блокада, ЕДВ, Ленинграде;Кто является заявителем?;"Завителями являются граждане Российской Федерации, имеющие место жительства в Санкт-Петербурге, и граждане Российской Федерации без определенного места жительства при условии постановки их на учет в ГКУ ""Центр учета"", из числа граждан проживавших (родившихся) в Ленинграде в период с 08.09.1941 по 27.01.1944 г."
0.12.01;Предоставление дополнительной меры социальной поддержки в виде ежемесячной денежной выплаты гражданам, проживавшим (родившимся) в Ленинграде в период его блокады с 08.09.1941 по 27.01.1944;Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады;блокада, ЕДВ, Ленинграде;Насколько назначается выплата?;Дополнительные меры социальной поддержки предоставляются гражданам независимо от количества дней их проживания в Ленинграде в период его блокады и назначаются бессрочно.
0.12.01;Предоставление дополнительной меры социальной поддержки в виде ежемесячной денежной выплаты гражданам, проживавшим (родившимся) в Ленинграде в период его блокады с 08.09.1941 по 27.01.1944;Назначение ежемесячной денежной выплаты пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады Назначение ЕДВ пенсионерам, проживавшим (родившимся) в Ленинграде в период его блокады;блокада, ЕДВ, Ленинграде;Сколько ЕДВ может быть у гражданина?;"Гражданину, имеющему одновременно право на получение ежемесячной денежной выплаты в соответствии со статьями 61 - 65 Социального Кодекса и федеральным законодательством независимо от основания, по которому она устанавливается (за исключением случаев установления ежемесячной денежной выплаты в соответствии с Законом Российской Федерации ""О социальной защите граждан, подвергшихся воздействию радиации вследствие катастрофы на Чернобыльской АЭС"", Федеральным законом ""О социальных гарантиях гражданам, подвергшимся радиационному воздействию вследствие ядерных испытаний на Семипалатинском полигоне""), предоставляется одна ежемесячная денежная выплата либо в соответствии со статьями 61 - 65 Социального Кодекса, либо в соответствии с федеральным законодательством по выбору гражданина.
"
