Keywords;Answer
ежегодный результат услуга предоставление администрация;"пинятие решения администрации района о предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей и уведомление заявителя.
- принятие решения администрации района об отказе в предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей .

Результат предоставления государственной услуги учитывается в АИС ЭСРН."
родитель сирота остаться ребёнок;"Заявителями являются:
- дети-сироты и дети, оставшиеся без попечения родителей, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях, в лице законных представителей (опекуна, попечителя, руководителя организации для детей-сирот и детей, оставшихся без попечения родителей);
- лица из числа детей-сирот и детей, оставшихся без попечения родителей, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях;
- лица, потерявшие в период обучения обоих родителей или единственного родителя, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях.

- дети-сироты
дети-сироты - граждане в возрасте до 18 лет, у которых умерли оба или единственный родитель

- дети, оставшиеся без попечения родителей,
дети, оставшиеся без попечения родителей, - граждане в возрасте до 18 лет, которые остались без попечения единственного родителя или обоих родителей в связи с лишением их родительских прав, ограничением их в родительских правах, признанием родителей безвестно отсутствующими, недееспособными (ограниченно дееспособными), объявлением их умершими, установлением судом факта утраты лицом попечения родителей, отбыванием родителями наказания в учреждениях, исполняющих наказание в виде лишения свободы, нахождением родителей в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклонением родителей от воспитания своих детей или от защиты их прав и интересов, отказом родителей взять своих детей из образовательных организаций, медицинских организаций, организаций, оказывающих социальные услуги, а также в случае, если единственный родитель или оба родителя неизвестны, в иных случаях признания детей оставшимися без попечения родителей в установленном законом порядке

- лица из числа детей-сирот и детей, оставшихся без попечения родителей,
лица из числа детей-сирот и детей, оставшихся без попечения родителей, - граждане в возрасте от 18 до 23 лет, у которых, когда они находились в возрасте до 18 лет, умерли оба или единственный родитель, а также которые остались без попечения обоих или единственного родителя и имеют в соответствии с действующим законодательством право на дополнительные гарантии по социальной поддержке

-лица, потерявшие в период обучения обоих или единственного родителя
лица, потерявшие в период обучения обоих родителей или единственного родителя, - лица в возрасте от 18 до 23 лет, у которых в период их обучения по основным профессиональным образовательным программам и(или) по программам профессиональной подготовки по профессиям рабочих, должностям служащих умерли оба родителя или единственный родитель

-государственные образовательные учреждения
государственные образовательные учреждения - государственные учреждения, находящиеся в ведении исполнительных органов государственной власти СПб, осуществляющие образовательный процесс"
сирота ежегодный ребёнок остаться родитель;Ежегодное пособие на приобретение учебной литературы и письменных принадлежностей предоставляется детям-сиротам, детям, оставшимся без попечения родителей, лицам из их числа, а также лицам, потерявшим в период обучения обоих родителей или единственного родителя, независимо от их места жительства или места пребывания.
сирота ежегодный ребёнок петербург остаться;"Ежегодное пособие на приобретение учебной литературы и письменных принадлежностей назначается и выплачивается в трехкратном размере государственной социальной стипендии, установленной Правительством Санкт-Петербурга (в 2023 году -3159 руб.).
"
сирота январь ежегодный ребёнок остаться;Ежегодное пособие на приобретение учебной литературы и письменных принадлежностей предоставляется один раз в календарном году (с 01 января по 31 декабря текущего года).
сирота ребёнок паспорт гражданин остаться;паспорт гражданина РФ или временное удостоверение личности, выдаваемое на период оформления паспорта
доверенность сирота остаться ребёнок;"Документ, удостоверяющий личность представителя (законного представителя):
- паспорт гражданина РФ  или временное удостоверение личности, выданное на период замены паспорта;
- паспорт иностранного гражданина, вид на жительство - документ, выданный иностранному гражданину или лицу без гражданства в подтверждение их права на постоянное проживание в Российской Федерации в соответствии с Федеральным законом от 25.07.2002 № 115-ФЗ ""О правовом положении иностранных граждан в Российской Федерации"";
- удостоверение беженца - документ, выданный лицу, признанному беженцем в соответствии с Федеральным законом от 19.02.1993 № 4528-1 ""О беженцах"".
Документ, оформленный в соответствии с действующим законодательством РФ, подтверждающий наличие у представителя права действовать от лица заявителя, и определяющий условия и границы реализации права представителя на получение государственной услуги, в том числе:
- доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ.
- доверенность в простой письменной форме;
- доверенность в простой письменной форме, выдаваемая законным представителем несовершеннолетнего (совершеннолетнего недееспособного) заявителя третьему лицу.


 Документ, подтверждающий право законного представителя выступать от имени заявителя:
- решение органа опеки и попечительства о назначении опекуном или попечителем,
- акт органа исполнительной власти субъекта РФ о назначении руководителем организации для детей-сирот и детей, оставшихся без попечения родителей (для государственных организаций),
- акт учредителя о назначении руководителем организации для детей-сирот и детей, оставшихся без попечения родителей (для негосударственных организаций)"
родитель сирота остаться ребёнок;"Свидетельство о рождении обучающегося, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык. Документы, подтверждающие, что обучающийся принадлежит к категории детей-сирот или детей, оставшихся без попечения родителей, или лиц из числа детей-сирот и детей, оставшихся без попечения родителей, или лиц, потерявших в период обучения обоих родителей или единственного родителя:
- решение суда о лишении (ограничении) родителей родительских прав;
- решение суда о признании родителей безвестно отсутствующими (умершими);
- решение суда о признании родителей недееспособными (ограниченно дееспособными);
- решение суда об установлении факта отсутствия родительского попечения над ребенком;
- письменное согласие матери и(или) отца ребенка на усыновление (удочерение);
- приговор суда о назначении наказания матери (отцу) ребенка в виде лишения свободы;
- постановление судьи об избрании меры пресечения матери (отцу) ребенка в виде заключения под стражу;
- постановление суда о принудительном лечении матери и(или) отца ребенка в медицинской организации, оказывающей психиатрическую помощь в стационарных условиях;
- свидетельство о смерти матери и (или) отца ребенка, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.Решение суда о признании матери умершей и (или) отца умершим (для лиц, потерявших в период обучения обоих родителей или единственного родителя). Справка об обучении по очной форме обучения в образовательной организации
(для лиц из числа детей-сирот и детей, оставшихся без попечения родителей, обучающихся в государственных образовательных организациях, реализующих образовательные программы среднего профессионального образования и высшего образования, профессионального обучения).  Документ, содержащий сведения об установлении опеки и попечительства в отношении ребенка, за исключением документов, выданных на территории РФ"
сирота удостоверять документ ребёнок остаться;"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя."
сирота ребёнок социальный остаться мера;"отсутствие у гражданина права на предоставление мер социальной поддержки;
- представление неполных и(или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя."
сирота ребёнок государственный остаться предоставление;"не более 28 рабочих дней.

Принятие решения о предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей администрацией района - в течение 10 рабочих дней со дня получения документов.
В случае обнаружения обстоятельств или документов, опровергающих достоверность сведений, представленных в подтверждение права на предоставление ежегодного пособия, или необходимости проведения проверки срок принятия решения о предоставлении ежегодного пособия или об отказе в ее предоставлении продлевается на 10рабочих дней.
Администрация района информирует заявителя о принятом решении в течение 5 рабочих дней со дня принятия решения, а также направляет решение о предоставлении государственной услуги и электронное дело заявителя в СПб ГКУ ""Городской информационно-расчетный центр"".
При предоставлении государственной услуги посредством МФЦ срок предоставления государственной услуги увеличивается на срок, необходимый для передачи документов в МФЦ для выдачи результата предоставления государственной услуги заявителю, - до трех рабочих дней со дня принятия решения о предоставлении (отказе в предоставлении) государственной услуги (в случае передачи результата в МФЦ на бумажном носителе при отсутствии технической возможности направления результата в виде электронного документа)."
сирота ежегодный ребёнок остаться администрация;"пинятие решения администрации района о предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей и уведомление заявителя.
- принятие решения администрации района об отказе в предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей .

Результат предоставления государственной услуги учитывается в АИС ЭСРН."
ребёнок пособие принадлежность родитель письменный;"Заявителями являются:
- дети-сироты и дети, оставшиеся без попечения родителей, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях, в лице законных представителей (опекуна, попечителя, руководителя организации для детей-сирот и детей, оставшихся без попечения родителей);
- лица из числа детей-сирот и детей, оставшихся без попечения родителей, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях;
- лица, потерявшие в период обучения обоих родителей или единственного родителя, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях.

- дети-сироты
дети-сироты - граждане в возрасте до 18 лет, у которых умерли оба или единственный родитель

- дети, оставшиеся без попечения родителей,
дети, оставшиеся без попечения родителей, - граждане в возрасте до 18 лет, которые остались без попечения единственного родителя или обоих родителей в связи с лишением их родительских прав, ограничением их в родительских правах, признанием родителей безвестно отсутствующими, недееспособными (ограниченно дееспособными), объявлением их умершими, установлением судом факта утраты лицом попечения родителей, отбыванием родителями наказания в учреждениях, исполняющих наказание в виде лишения свободы, нахождением родителей в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклонением родителей от воспитания своих детей или от защиты их прав и интересов, отказом родителей взять своих детей из образовательных организаций, медицинских организаций, организаций, оказывающих социальные услуги, а также в случае, если единственный родитель или оба родителя неизвестны, в иных случаях признания детей оставшимися без попечения родителей в установленном законом порядке

- лица из числа детей-сирот и детей, оставшихся без попечения родителей,
лица из числа детей-сирот и детей, оставшихся без попечения родителей, - граждане в возрасте от 18 до 23 лет, у которых, когда они находились в возрасте до 18 лет, умерли оба или единственный родитель, а также которые остались без попечения обоих или единственного родителя и имеют в соответствии с действующим законодательством право на дополнительные гарантии по социальной поддержке

-лица, потерявшие в период обучения обоих или единственного родителя
лица, потерявшие в период обучения обоих родителей или единственного родителя, - лица в возрасте от 18 до 23 лет, у которых в период их обучения по основным профессиональным образовательным программам и(или) по программам профессиональной подготовки по профессиям рабочих, должностям служащих умерли оба родителя или единственный родитель

-государственные образовательные учреждения
государственные образовательные учреждения - государственные учреждения, находящиеся в ведении исполнительных органов государственной власти СПб, осуществляющие образовательный процесс"
ежегодный пособие принадлежность родитель письменный;Ежегодное пособие на приобретение учебной литературы и письменных принадлежностей предоставляется детям-сиротам, детям, оставшимся без попечения родителей, лицам из их числа, а также лицам, потерявшим в период обучения обоих родителей или единственного родителя, независимо от их места жительства или места пребывания.
ежегодный пособие принадлежность петербург письменный;"Ежегодное пособие на приобретение учебной литературы и письменных принадлежностей назначается и выплачивается в трехкратном размере государственной социальной стипендии, установленной Правительством Санкт-Петербурга (в 2023 году -3159 руб.).
"
январь ежегодный пособие принадлежность письменный;Ежегодное пособие на приобретение учебной литературы и письменных принадлежностей предоставляется один раз в календарном году (с 01 января по 31 декабря текущего года).
пособие паспорт принадлежность гражданин письменный;паспорт гражданина РФ или временное удостоверение личности, выдаваемое на период оформления паспорта
ребёнок пособие доверенность принадлежность письменный;"Документ, удостоверяющий личность представителя (законного представителя):
- паспорт гражданина РФ  или временное удостоверение личности, выданное на период замены паспорта;
- паспорт иностранного гражданина, вид на жительство - документ, выданный иностранному гражданину или лицу без гражданства в подтверждение их права на постоянное проживание в Российской Федерации в соответствии с Федеральным законом от 25.07.2002 № 115-ФЗ ""О правовом положении иностранных граждан в Российской Федерации"";
- удостоверение беженца - документ, выданный лицу, признанному беженцем в соответствии с Федеральным законом от 19.02.1993 № 4528-1 ""О беженцах"".
Документ, оформленный в соответствии с действующим законодательством РФ, подтверждающий наличие у представителя права действовать от лица заявителя, и определяющий условия и границы реализации права представителя на получение государственной услуги, в том числе:
- доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ.
- доверенность в простой письменной форме;
- доверенность в простой письменной форме, выдаваемая законным представителем несовершеннолетнего (совершеннолетнего недееспособного) заявителя третьему лицу.


 Документ, подтверждающий право законного представителя выступать от имени заявителя:
- решение органа опеки и попечительства о назначении опекуном или попечителем,
- акт органа исполнительной власти субъекта РФ о назначении руководителем организации для детей-сирот и детей, оставшихся без попечения родителей (для государственных организаций),
- акт учредителя о назначении руководителем организации для детей-сирот и детей, оставшихся без попечения родителей (для негосударственных организаций)"
ребёнок пособие принадлежность родитель письменный;"Свидетельство о рождении обучающегося, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык. Документы, подтверждающие, что обучающийся принадлежит к категории детей-сирот или детей, оставшихся без попечения родителей, или лиц из числа детей-сирот и детей, оставшихся без попечения родителей, или лиц, потерявших в период обучения обоих родителей или единственного родителя:
- решение суда о лишении (ограничении) родителей родительских прав;
- решение суда о признании родителей безвестно отсутствующими (умершими);
- решение суда о признании родителей недееспособными (ограниченно дееспособными);
- решение суда об установлении факта отсутствия родительского попечения над ребенком;
- письменное согласие матери и(или) отца ребенка на усыновление (удочерение);
- приговор суда о назначении наказания матери (отцу) ребенка в виде лишения свободы;
- постановление судьи об избрании меры пресечения матери (отцу) ребенка в виде заключения под стражу;
- постановление суда о принудительном лечении матери и(или) отца ребенка в медицинской организации, оказывающей психиатрическую помощь в стационарных условиях;
- свидетельство о смерти матери и (или) отца ребенка, выданное компетентными органами иностранного государства, и его нотариально удостоверенный перевод на русский язык.Решение суда о признании матери умершей и (или) отца умершим (для лиц, потерявших в период обучения обоих родителей или единственного родителя). Справка об обучении по очной форме обучения в образовательной организации
(для лиц из числа детей-сирот и детей, оставшихся без попечения родителей, обучающихся в государственных образовательных организациях, реализующих образовательные программы среднего профессионального образования и высшего образования, профессионального обучения).  Документ, содержащий сведения об установлении опеки и попечительства в отношении ребенка, за исключением документов, выданных на территории РФ"
удостоверять документ пособие принадлежность письменный;"непредставление заявителем (представителем) документа, удостоверяющего личность, или представление документа, удостоверяющего личность, с истекшим сроком действия или недействительного документа, удостоверяющего личность;
- непредставление представителем документов, подтверждающих его полномочия по представлению интересов заявителя."
пособие принадлежность социальный письменный мера;"отсутствие у гражданина права на предоставление мер социальной поддержки;
- представление неполных и(или) недостоверных сведений и документов, необходимых для назначения мер социальной поддержки и дополнительных мер социальной поддержки семьям, имеющим детей, обязанность представления которых возложена на заявителя."
пособие принадлежность государственный предоставление письменный;"не более 28 рабочих дней.

Принятие решения о предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей администрацией района - в течение 10 рабочих дней со дня получения документов.
В случае обнаружения обстоятельств или документов, опровергающих достоверность сведений, представленных в подтверждение права на предоставление ежегодного пособия, или необходимости проведения проверки срок принятия решения о предоставлении ежегодного пособия или об отказе в ее предоставлении продлевается на 10рабочих дней.
Администрация района информирует заявителя о принятом решении в течение 5 рабочих дней со дня принятия решения, а также направляет решение о предоставлении государственной услуги и электронное дело заявителя в СПб ГКУ ""Городской информационно-расчетный центр"".
При предоставлении государственной услуги посредством МФЦ срок предоставления государственной услуги увеличивается на срок, необходимый для передачи документов в МФЦ для выдачи результата предоставления государственной услуги заявителю, - до трех рабочих дней со дня принятия решения о предоставлении (отказе в предоставлении) государственной услуги (в случае передачи результата в МФЦ на бумажном носителе при отсутствии технической возможности направления результата в виде электронного документа)."
ежегодный пособие принадлежность письменный администрация;"пинятие решения администрации района о предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей и уведомление заявителя.
- принятие решения администрации района об отказе в предоставлении ежегодного пособия на приобретение учебной литературы и письменных принадлежностей .

Результат предоставления государственной услуги учитывается в АИС ЭСРН."
сирота заявитель ребёнок являться родитель;"Заявителями являются:
- дети-сироты и дети, оставшиеся без попечения родителей, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях, в лице законных представителей (опекуна, попечителя, руководителя организации для детей-сирот и детей, оставшихся без попечения родителей);
- лица из числа детей-сирот и детей, оставшихся без попечения родителей, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях;
- лица, потерявшие в период обучения обоих родителей или единственного родителя, являющиеся гражданами РФ, обучающиеся по очной форме обучения в государственных образовательных учреждениях.

- дети-сироты
дети-сироты - граждане в возрасте до 18 лет, у которых умерли оба или единственный родитель

- дети, оставшиеся без попечения родителей,
дети, оставшиеся без попечения родителей, - граждане в возрасте до 18 лет, которые остались без попечения единственного родителя или обоих родителей в связи с лишением их родительских прав, ограничением их в родительских правах, признанием родителей безвестно отсутствующими, недееспособными (ограниченно дееспособными), объявлением их умершими, установлением судом факта утраты лицом попечения родителей, отбыванием родителями наказания в учреждениях, исполняющих наказание в виде лишения свободы, нахождением родителей в местах содержания под стражей подозреваемых и обвиняемых в совершении преступлений, уклонением родителей от воспитания своих детей или от защиты их прав и интересов, отказом родителей взять своих детей из образовательных организаций, медицинских организаций, организаций, оказывающих социальные услуги, а также в случае, если единственный родитель или оба родителя неизвестны, в иных случаях признания детей оставшимися без попечения родителей в установленном законом порядке

- лица из числа детей-сирот и детей, оставшихся без попечения родителей,
лица из числа детей-сирот и детей, оставшихся без попечения родителей, - граждане в возрасте от 18 до 23 лет, у которых, когда они находились в возрасте до 18 лет, умерли оба или единственный родитель, а также которые остались без попечения обоих или единственного родителя и имеют в соответствии с действующим законодательством право на дополнительные гарантии по социальной поддержке

-лица, потерявшие в период обучения обоих или единственного родителя
лица, потерявшие в период обучения обоих родителей или единственного родителя, - лица в возрасте от 18 до 23 лет, у которых в период их обучения по основным профессиональным образовательным программам и(или) по программам профессиональной подготовки по профессиям рабочих, должностям служащих умерли оба родителя или единственный родитель

-государственные образовательные учреждения
государственные образовательные учреждения - государственные учреждения, находящиеся в ведении исполнительных органов государственной власти СПб, осуществляющие образовательный процесс"
сирота ежегодный место родитель должный;Ежегодное пособие на приобретение учебной литературы и письменных принадлежностей предоставляется детям-сиротам, детям, оставшимся без попечения родителей, лицам из их числа, а также лицам, потерявшим в период обучения обоих родителей или единственного родителя, независимо от их места жительства или места пребывания.
