Keywords;Answer
едв летний возраст пенсия гражданин;"пенсионное удостоверение;
свидетельство пенсионера, выданное территориальным органом СФР;
справка об установлении пенсии, выдаваемая в настоящее время территориальными органами СФР взамен пенсионного удостоверения "
едв летний возраст пенсия гражданин;"пенсионное удостоверение, выданное иными органами, назначившими пенсию;
справка о получении пенсии, выданная иными органами, назначившими пенсию;
документ, подтверждающий получение ежемесячного пожизненного содержания (справка о выплате ежемесячного пожизненного содержания судье в соответствии с Законом Российской Федерации «О статусе судей в Российской Федерации», выдаваемая управлением Судебного департамента в субъекте Российской Федерации по месту жительства или судом по месту последней работы в должности судьи)."
возраст едв летний пенсия гражданин;Дополнительные документы не требуются. Возраст заявителя устанавливается исходя из предъявленного документа, удостоверяющего личность
едв заявитель ежемесячный денежный выплата;"Заявителями являются граждане Российской Федерации, имеющие место жительства (постоянную регистрацию) в Санкт-Петербурге или без определенного места жительства, вставшие на учет в СПб ГКУ «Центр учета», из числа ветеранов военной службы при достижении возраста, дающего право на пенсию по старости (60 и 55 лет для мужчин и женщин соответственно), кроме граждан, выехавших на постоянное место жительства за пределы Российской Федерации.
"
едв ежемесячный денежный выплата ветеран;"1 113 руб. с 01.01.2023 ежемесячно
"
едв личность ежемесячный денежный выплата;Паспорт гражданина РФ или временное удостоверение личности, выданное на период его замены 
едв представитель ежемесячный денежный выплата;"Документ, удостоверяющий личность представителя (законного представителя) гражданина:
- паспорт гражданина РФ  или временное удостоверение личности, выданное на период замены паспорта;
 
Документ, оформленный в соответствии с действующим законодательством РФ, подтверждающий наличие у представителя права действовать от лица заявителя, и определяющий условия и границы реализации права представителя на получение государственной услуги, в том числе:
- Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ.
- Доверенность в простой письменной форме
- Доверенность в простой письменной форме, выдаваемая законным представителем несовершеннолетнего (совершеннолетнего недееспособного) заявителя третьему лицу.
"
едв заявитель ежемесячный денежный выплата;Заявление о назначении ежемесячной денежной выплаты
едв заявитель ежемесячный денежный выплата;Документы, содержащие сведения о месте жительства гражданина в Санкт-Петербурге и Удостоверение ветерана военной службы, единый образец бланка которого утвержден постановлением Правительства Российской Федерации от 27.04.1995 № 423. Удостоверение единого образца может быть выдано в любом субъекте Российской Федерации и действует на всей территории Российской Федерации.
едв документ ежемесячный денежный выплата;не предусмотрены
едв услуга ежемесячный денежный выплата;непредставление в администрацию района всех необходимых документов и заявления о предоставлении государственной услуги.
едв услуга ежемесячный денежный выплата;"решение о предоставлении (об отказе в предоставлении), приостановлении и возобновлении, а также прекращении перечисления ЕДВ принимается администрацией района в течение десяти рабочих дней со дня подачи заявления со всеми необходимыми документами;
- уведомление о принятом решении администрацией района с соответствующим обоснованием направляется заявителю в 5-дневный срок после принятия решения.
"
едв ежемесячный денежный выплата ветеран;В администрацию района по месту регистрации заявителя 
едв ежемесячный денежный выплата ветеран;наступление первого числа месяца, следующего за месяцем приостановления выплаты пенсии
едв ежемесячный денежный выплата ветеран;наступление месяца возобновления выплаты пенсии
едв ежемесячный денежный выплата ветеран;"наступление смерти, признание умершим или безвестно отсутствующим гражданина, имеющего право на ЕДВ, с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- утрата гражданином права на получение ЕДВ с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- принятие администрацией района Санкт-Петербурга решения о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга от 22.11.2011 № 728-132 «Социальный кодекс Санкт-Петербурга», с первого числа месяца, в котором подано заявление о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга;
- если в течение трех месяцев со дня приостановления перечисления ЕДВ сведения, имеющиеся в АИС ЭСРН, не подтверждают возобновление выплаты пенсии, с первого числа месяца приостановления перечисления ЕДВ;
- поступившее от гражданина заявление о прекращении выплаты ЕДВ.
"
едв ежемесячный денежный выплата ветеран;ЕДВ можно перечислять на почтовое отделение либо по реквизитам банковского счета (сберегательную книжку)
едв метрополитен ежемесячный денежный выплата;"Льготный билет по желанию гражданина изготавливается как на электронный носитель без фотографии, так и на электронный носитель с фотографией. Изготовление льготного билета с фотографией можно заказать в кассах станций Метрополитена. Для оформления заказа необходимо представить в кассу документ, удостоверяющий личность (или документ, его заменяющий), а в случае отсутствия сведений о гражданине в базе данных Метрополитена необходимо представить справку, выданную отделом социальной защиты населения администрации района Санкт-Петербурга, и фотографию, размером 3х4 см. В этом случае срок изготовления льготного билета с фотографией составляет 10 дней. До изготовления и в период изготовления льготного билета с фотографией можно приобрести льготный билет без фотографии. Выдача изготовленного льготного билета с фотографией производится в кассе станции Метрополитена, в которой оформлена заявка на изготовление. Обращаем внимание, что за изготовление льготного билета с фотографией взимается плата.

Также заказать льготный билет с фотографией можно в «Центре изготовления льготных БСК» по адресу: ст. м. Александра Невского-2, Чернорецкий переулок, д. 3, при этом предъявлять фотографию размером 3 х 4 см не требуется (фото изготавливается на месте), необходимы только указанные выше документы. Телефон для справок отдела по работе с пассажирами Метрополитена: 350-11-29."
едв заявитель лицо ежемесячный денежный;Государственная услуга предоставляется гражданам Российской Федерации, имеющим место жительства (постоянную регистрацию) в Санкт-Петербурге или без определенного места жительства, вставшим на учет в СПб ГКУ «Центр учета» (кроме граждан, выехавших на постоянное место жительства за пределы Российской Федерации), из числа реабилитированных лиц и лиц, пострадавших от политических репрессий.
едв лицо ежемесячный денежный выплата;"1 113 руб. с 01.01.2023 ежемесячно
"
едв личность лицо ежемесячный денежный;Паспорт гражданина РФ или временное удостоверение личности, выданное на период его замены 
едв представитель лицо ежемесячный денежный;"Документ, удостоверяющий личность представителя (законного представителя) гражданина:
- паспорт гражданина РФ  или временное удостоверение личности, выданное на период замены паспорта;
 
Документ, оформленный в соответствии с действующим законодательством РФ, подтверждающий наличие у представителя права действовать от лица заявителя, и определяющий условия и границы реализации права представителя на получение государственной услуги, в том числе:
- Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ.
- Доверенность в простой письменной форме
- Доверенность в простой письменной форме, выдаваемая законным представителем несовершеннолетнего (совершеннолетнего недееспособного) заявителя третьему лицу.
"
едв заявитель лицо ежемесячный денежный;Заявление о назначении ежемесячной денежной выплаты
едв заявитель лицо ежемесячный денежный;"Документы, содержащие сведения о месте жительства гражданина в Санкт-Петербурге и документы, подтверждающие принадлежность заявителя к реабилитированным лицам:
- справка о реабилитации;
- свидетельство о праве на льготы, образец бланка которого был утвержден постановлением Правительства Российской Федерации от 16.03.1992 № 160 (в случае, если указанное свидетельство выдано не на территории Санкт-Петербурга).
Сканируется в электронное дело. К бумажному комплекту документов не приобщается.
При электронном документообороте в случае представления заявителем сканируется в электронное дело. К бумажному комплекту документов не приобщается.

ИЛИ
Документы, подтверждающие принадлежность заявителя к лицам, пострадавшим от политических репрессий:
- справка о признании пострадавшим от политических репрессий;
- свидетельство о праве на льготы, образец бланка которого был утвержден постановлением Правительства Российской Федерации от 03.05.1994 № 419 "
едв документ лицо ежемесячный денежный;не предусмотрены
едв услуга лицо ежемесячный денежный;непредставление в администрацию района всех необходимых документов и заявления о предоставлении государственной услуги.
едв услуга лицо ежемесячный денежный;"решение о предоставлении (об отказе в предоставлении), приостановлении и возобновлении, а также прекращении перечисления ЕДВ принимается администрацией района в течение десяти рабочих дней со дня подачи заявления со всеми необходимыми документами;
- уведомление о принятом решении администрацией района с соответствующим обоснованием направляется заявителю в 5-дневный срок после принятия решения.
"
едв лицо ежемесячный денежный выплата;В администрацию района по месту регистрации заявителя 
едв лицо ежемесячный денежный выплата;наступление первого числа месяца, следующего за месяцем приостановления выплаты пенсии
едв лицо ежемесячный денежный выплата;наступление месяца возобновления выплаты пенсии
едв лицо ежемесячный денежный выплата;"наступление смерти, признание умершим или безвестно отсутствующим гражданина, имеющего право на ЕДВ, с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- утрата гражданином права на получение ЕДВ с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- принятие администрацией района Санкт-Петербурга решения о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга от 22.11.2011 № 728-132 «Социальный кодекс Санкт-Петербурга», с первого числа месяца, в котором подано заявление о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга;
- если в течение трех месяцев со дня приостановления перечисления ЕДВ сведения, имеющиеся в АИС ЭСРН, не подтверждают возобновление выплаты пенсии, с первого числа месяца приостановления перечисления ЕДВ;
- поступившее от гражданина заявление о прекращении выплаты ЕДВ.
"
едв лицо ежемесячный денежный выплата;ЕДВ можно перечислять на почтовое отделение либо по реквизитам банковского счета (сберегательную книжку)
едв метрополитен лицо ежемесячный денежный;"Льготный билет по желанию гражданина изготавливается как на электронный носитель без фотографии, так и на электронный носитель с фотографией. Изготовление льготного билета с фотографией можно заказать в кассах станций Метрополитена. Для оформления заказа необходимо представить в кассу документ, удостоверяющий личность (или документ, его заменяющий), а в случае отсутствия сведений о гражданине в базе данных Метрополитена необходимо представить справку, выданную отделом социальной защиты населения администрации района Санкт-Петербурга, и фотографию, размером 3х4 см. В этом случае срок изготовления льготного билета с фотографией составляет 10 дней. До изготовления и в период изготовления льготного билета с фотографией можно приобрести льготный билет без фотографии. Выдача изготовленного льготного билета с фотографией производится в кассе станции Метрополитена, в которой оформлена заявка на изготовление. Обращаем внимание, что за изготовление льготного билета с фотографией взимается плата.

Также заказать льготный билет с фотографией можно в «Центре изготовления льготных БСК» по адресу: ст. м. Александра Невского-2, Чернорецкий переулок, д. 3, при этом предъявлять фотографию размером 3 х 4 см не требуется (фото изготавливается на месте), необходимы только указанные выше документы. Телефон для справок отдела по работе с пассажирами Метрополитена: 350-11-29."
едв заявитель ежемесячный денежный выплата;"
Заявителями являются граждане Российской Федерации, имеющие место жительства (постоянную регистрацию) в Санкт-Петербурге, и граждане без определенного места жительства, вставшие на учет в СПб ГКУ «Центр учета» (кроме граждан, выехавших на постоянное место жительства за пределы Российской Федерации), из числа:
- лиц, проработавших в тылу в период с 22.06.1941 по 09.05.1945 не менее шести месяцев, исключая период работы на временно оккупированных территориях СССР;
- лиц, награжденных орденами или медалями СССР за самоотверженный труд в период Великой Отечественной войны.."
едв ежемесячный денежный выплата труженик;"1 609 руб. с 01.01.2023 ежемесячно
"
едв личность ежемесячный денежный выплата;Паспорт гражданина РФ или временное удостоверение личности, выданное на период его замены 
едв представитель ежемесячный денежный выплата;"Документ, удостоверяющий личность представителя (законного представителя) гражданина:
- паспорт гражданина РФ  или временное удостоверение личности, выданное на период замены паспорта;
 
Документ, оформленный в соответствии с действующим законодательством РФ, подтверждающий наличие у представителя права действовать от лица заявителя, и определяющий условия и границы реализации права представителя на получение государственной услуги, в том числе:
- Доверенность, удостоверенная нотариально либо удостоверенная в порядке, предусмотренном пунктом 2 статьи 185.1 Гражданского кодекса РФ.
- Доверенность в простой письменной форме
- Доверенность в простой письменной форме, выдаваемая законным представителем несовершеннолетнего (совершеннолетнего недееспособного) заявителя третьему лицу.
"
едв заявитель ежемесячный денежный выплата;Заявление о назначении ежемесячной денежной выплаты
едв заявитель ежемесячный денежный выплата;"Документы, содержащие сведения о месте жительства гражданина в Санкт-Петербурге и Удостоверение ветерана Великой Отечественной войны (статья 20 Федерального закона от 12.01.1995 № 5-ФЗ «О ветеранах»), единый образец бланка которого утвержден постановлением Правительства Российской Федерации от 05.10.1999 № 1122
ИЛИ
- удостоверение о праве на льготы, выданное в соответствии с постановлением Совета Министров СССР от 12.05.1988 № 621 (удостоверение о праве на льготы для лиц, награжденных орденами и медалями СССР за самоотверженный труд и безупречную воинскую службу в тылу в годы Великой Отечественной войны."
едв документ ежемесячный денежный выплата;не предусмотрены
едв услуга ежемесячный денежный выплата;непредставление в администрацию района всех необходимых документов и заявления о предоставлении государственной услуги.
едв услуга ежемесячный денежный выплата;"решение о предоставлении (об отказе в предоставлении), приостановлении и возобновлении, а также прекращении перечисления ЕДВ принимается администрацией района в течение десяти рабочих дней со дня подачи заявления со всеми необходимыми документами;
- уведомление о принятом решении администрацией района с соответствующим обоснованием направляется заявителю в 5-дневный срок после принятия решения.
"
едв ежемесячный денежный выплата труженик;В администрацию района по месту регистрации заявителя 
едв ежемесячный денежный выплата труженик;наступление первого числа месяца, следующего за месяцем приостановления выплаты пенсии
едв ежемесячный денежный выплата труженик;наступление месяца возобновления выплаты пенсии
едв ежемесячный денежный выплата труженик;"наступление смерти, признание умершим или безвестно отсутствующим гражданина, имеющего право на ЕДВ, с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- утрата гражданином права на получение ЕДВ с первого числа месяца, следующего за месяцем, в котором наступили соответствующие обстоятельства;
- принятие администрацией района Санкт-Петербурга решения о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга от 22.11.2011 № 728-132 «Социальный кодекс Санкт-Петербурга», с первого числа месяца, в котором подано заявление о предоставлении ЕДВ по иным основаниям, предусмотренным Законом Санкт-Петербурга;
- если в течение трех месяцев со дня приостановления перечисления ЕДВ сведения, имеющиеся в АИС ЭСРН, не подтверждают возобновление выплаты пенсии, с первого числа месяца приостановления перечисления ЕДВ;
- поступившее от гражданина заявление о прекращении выплаты ЕДВ.
"
едв ежемесячный денежный выплата труженик;ЕДВ можно перечислять на почтовое отделение либо по реквизитам банковского счета (сберегательную книжку)
едв метрополитен ежемесячный денежный выплата;"Льготный билет по желанию гражданина изготавливается как на электронный носитель без фотографии, так и на электронный носитель с фотографией. Изготовление льготного билета с фотографией можно заказать в кассах станций Метрополитена. Для оформления заказа необходимо представить в кассу документ, удостоверяющий личность (или документ, его заменяющий), а в случае отсутствия сведений о гражданине в базе данных Метрополитена необходимо представить справку, выданную отделом социальной защиты населения администрации района Санкт-Петербурга, и фотографию, размером 3х4 см. В этом случае срок изготовления льготного билета с фотографией составляет 10 дней. До изготовления и в период изготовления льготного билета с фотографией можно приобрести льготный билет без фотографии. Выдача изготовленного льготного билета с фотографией производится в кассе станции Метрополитена, в которой оформлена заявка на изготовление. Обращаем внимание, что за изготовление льготного билета с фотографией взимается плата.

Также заказать льготный билет с фотографией можно в «Центре изготовления льготных БСК» по адресу: ст. м. Александра Невского-2, Чернорецкий переулок, д. 3, при этом предъявлять фотографию размером 3 х 4 см не требуется (фото изготавливается на месте), необходимы только указанные выше документы. Телефон для справок отдела по работе с пассажирами Метрополитена: 350-11-29."
услуга паспорт выдача замена гражданин;"Гражданин РФ

"
паспорт выдача замена гражданин основание;"1. достижение 14-летнего возраста. 2. достижение 20-летнего и 45-летнего возраста; 3. изменение гражданином в установленном порядке фамилии, имени, отчества, сведений о дате (число, месяц, год) и (или) месте рождения; 4. замена паспорта при изменении пола; 5. замена паспорта при изменении внешности; 6. замена паспорта при непригодности паспорта для дальнейшего использования вследствие износа, повреждения или других причин (в том числе при отсутствии возможности проставления на страницах паспорта обязательных штампов или отметок; изменения сведений о детях, не достигших 14-летнего возраста, отметки о которых внесены в паспорта родителей); 7. замена паспорта гражданина Российской Федерации при обнаружении неточности или ошибочности произведенных в паспорте записей.
"
паспорт мфц выдача замена гражданин;"1. приобретения гражданства Российской Федерации;
2. утраты (похищения) ранее выданного паспорта;
3. получения паспорта взамен паспорта (паспорта гражданина СССР), признанного органами предварительного расследования вещественным доказательством по уголовному делу,
а также замена паспорта гражданина СССР С УЧАСТИЕМ МФЦ НЕ ОСУЩЕСТВЛЯЕТСЯ."
заявление паспорт выдача замена гражданин;"Способы подачи заявления:
В МФЦ района СПб по месту постоянной регистрации.
В МФЦ района СПб по месту временной регистрации (в том числе и при наличии или отсутствии постоянной регистрации в другом районе СПб или другом субъекте РФ).
В МФЦ района СПб по месту фактического проживания (в том числе и при наличии или отсутствии регистрации в другом районе СПб или другом субъекте РФ).
В МФЦ района СПб по месту обращения (в случае отсутствия у гражданина определенного места фактического проживания либо его временного нахождения на территории Санкт-Петербурга)."
паспорт замена выдача гражданин сроки;"не позднее 90 дней после достижения 14-летнего, 20-летнего или 45-летнего возраста;
не позднее 30 дней после изменения гражданином в установленном порядке фамилии, имени, отчества, изменением сведений о дате (число, месяц, год) и/или месте рождения; изменения пола"
паспорт замена выдача гражданин заявитель;выдача паспорта будет осуществляться в подразделении ГУ МВД России по СПб и ЛО по месту жительства (пребывания, фактического проживания, обращения) гражданина.
паспорт замена выдача гражданин заявитель;Статьей 191 Гражданского Кодекса РФ определено, что течение срока, определенного периодом времени, начинается на следующий день после календарной даты или наступления события, которыми определено его начало.
услуга паспорт выдача замена гражданин;Квитанция оплачивается на имя заявителя.
заявление паспорт выдача замена гражданин;Заявление заполняется ручкой черного, синего или фиолетового цвета разборчиво, печатными буквами, без исправлений, помарок и неофициальных сокращений.
паспорт гражданин выдача замена документ;"Свидетельство о рождении, выданное компетентным органом Российской Федерации.
Свидетельство о рождении, выданное компетентным органом иностранного государства (в случае регистрации акта гражданского состояния компетентным органом иностранного государства)."
гражданин паспорт выдача замена документ;"Документы, удостоверяющие наличие гражданства Российской Федерации:
свидетельство о рождении, указанное в пункте 1, в которое внесены сведения:
    • о гражданстве РФ обоих родителей или единственного родителя (независимо от места рождения ребенка);
    • о гражданстве РФ одного из родителей, если другой родитель является лицом без гражданства или признан безвестно отсутствующим либо если место его нахождения неизвестно (независимо от места рождения ребенка);
    • о гражданстве РФ одного из родителей и гражданстве иностранного государства другого родителя (если свидетельство о рождении выдано на территории РФ); ИЛИ действительный паспорт родителя, в том числе заграничный паспорт, в который внесены удостоверенные полномочным органом сведения о ребенке, который обращается с заявлением о выдаче паспорта"
паспорт гражданин достигшему выдача замена;1. Две (или четыре по желанию) личные фотографии 2. Квитанция об уплате государственной пошлины за выдачу паспорта в размере 300 рублей.
паспорт замена достижение использование выдача;Паспорт гражданина РФ
паспорт замена достижение запись выдача;"1. Две (или четыре по желанию) личные фотографии 2. Документы, необходимые для проставления обязательных отметок в паспорте:
- документы воинского учета при наличии факта постановки на воинский учет (военный билет, приписное удостоверение, справка из военкомата); 3. Документы, необходимые для проставления необязательных отметок в паспорте:
- документы о заключении брака либо о расторжении брака (при наличии факта регистрации заключения либо расторжения брака);
- свидетельства о рождении детей - граждан Российской Федерации, не достигших 14-летнего возраста (при наличии детей);
- действительный заграничный паспорт гражданина РФ (при наличии). 4. Квитанция об уплате государственной пошлины за выдачу паспорта в размере 300 рублей. или при непригодности к дальнейшему использованию госпошлина 1500 рублей. 5. При обнаружении неточности или ошибочности записей, произведенных в паспорте, подлежащем замене, дополнительно предоставляется документ, содержащий верные сведения. При этом в заявлении указываются верные сведения, в соответствии с представленными документами."
заявитель паспорт выдача замена гражданин;1. Заявление о выдаче паспорта. 2. Заявление о внесении отметок в паспорт.
рождение паспорт выдача замена гражданин;"1. Две (или четыре по желанию) личные фотографии 2. Документы, подтверждающие основания для замены паспорта.
В случае регистрации брака - свидетельство о заключении брака 
В случае расторжения брака - свидетельство о расторжении брака
В случае изменения ФИО, места рождения после усыновления - свидетельство об усыновлении И оформленное новое свидетельство о рождении, выданные органом ЗАГС или консульскими учреждениями Российской Федерации.
В случае изменения ФИО, места рождения - свидетельства о государственной регистрации актов гражданского состояния, выданные компетентными органами РФ (свидетельство о рождении, свидетельство о перемене имени) 3. Документы, необходимые для проставления обязательных отметок в паспорте:
- документы воинского учета при наличии факта постановки на воинский учет (военный билет, приписное удостоверение, справка из военкомата); 4. Документы, необходимые для проставления необязательных отметок в паспорте:
- документы о заключении брака либо о расторжении брака (при наличии факта регистрации заключения либо расторжения брака);
- свидетельства о рождении детей - граждан Российской Федерации, не достигших 14-летнего возраста (при наличии детей);
- действительный заграничный паспорт гражданина РФ (при наличии). 5. Квитанция об уплате государственной пошлины за выдачу паспорта в размере 300 рублей. 6. При обнаружении неточности или ошибочности записей, произведенных в паспорте, подлежащем замене, дополнительно предоставляется документ, содержащий верные сведения. При этом в заявлении указываются верные сведения, в соответствии с представленными документами."
