Keywords;Answer
стаж документ дополнительный услуга страховой;"окументы, подтверждающие страховой стаж, определяемые Правилами подсчета и подтверждения страхового стажа для определения размеров пособий по временной нетрудоспособности, по беременности и родам, утвержденными приказом Министерства здравоохранения и социального развития РФ от 06.02.2007 № 91:

Например, трудовая книжка, письменные трудовые договоры, справки, выдаваемые работодателями, выписки из приказов, лицевые счета, ведомости на выдачу заработной платы."
документ дополнительный обращение услуга установление;"При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание:

вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия."
документ дополнительный пособие страхователь услуга;" случае необходимости подтверждения:
прекращения деятельности страхователем на день обращения заявителя за пособием
либо отсутствия возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ,
либо невозможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание,
либо того, что на день обращения застрахованного лица за указанным пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя
территориальный орган ФСС направляет запросы в кредитные организации, налоговые органы, территориальные органы Федеральной службы судебных приставов и (или) арбитражному управляющему для получения:

а) документов, подтверждающих прекращение деятельности страхователем на день обращения заявителя за пособием (налоговые органы);б) документов, подтверждающих отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ (налоговые органы, кредитные организации); в) документов (информации), подтверждающей отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание в случае представления заявителем вступившего в законную силу решения суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия (территориальные органы Федеральной службы судебных приставов); г) документов, подтверждающих, что в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве, в случае отсутствия данной информации в Едином федеральном реестре сведений о банкротстве (налоговые органы); д) документов, подтверждающих нахождение требований застрахованного лица по выплате пособия в реестре требований кредиторов либо в требованиях кредиторов по текущим платежам в соответствии с Федеральным законом от 26.10.2002 № 127-ФЗ, а также о невыплате пособия с указанием периода и суммы невыплаты (арбитражный управляющий)."
нетрудоспособность отказ услуга основание временной;"Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня восстановления трудоспособности (установления инвалидности), а также окончания периода освобождения от работы в случаях ухода за больным членом семьи, карантина, протезирования и долечивания.

Перечень уважительных причин пропуска срока обращения за пособием по временной нетрудоспособности утвержден приказом Министерства здравоохранения и социального развития РФ от 31.01.2007 № 74 и включает следующие причины:
- непреодолимая сила, то есть чрезвычайные, непредотвратимые обстоятельства (землетрясение, ураган, наводнение, пожар и другое);
- длительная временная нетрудоспособность заявителя вследствие заболевания или травмы продолжительностью более шести месяцев;
- переезд на место жительства в другой населенный пункт, смена места пребывания;
- вынужденный прогул при незаконном увольнении или отстранении от работы;
- повреждение здоровья или смерть близкого родственника;
- иные причины, признанные уважительными в судебном порядке, при обращении заявителей в суд."
отсутствовать услуга основание предоставление;Отсутствует
результат услуга выплата назначение;1.  назначение и выплата пособия или отказ в назначении и выплате пособия 2. Уведомление об отказе в приеме документов выдается в МФЦ на бумажном носителе, подготовленном СПб РО ФСС РФ, с приложенными документами заявителя
территориальный срок услуга орган предоставление;Территориальный орган ФСС назначает и выплачивает пособие в течение 10 календарных дней со дня поступления в территориальный орган ФСС по месту регистрации страхователя документов, (информации), указанных в пунктах 12 и 16 административного регламента, независимо от способа подачи заявления о предоставлении государственной услуги.
нетрудоспособность случай страхователь должный;"В случае если в листке нетрудоспособности в строке ""Причина нетрудоспособности"" указан любой другой код кроме вышеуказанных, оформляется только услуга ""ФСС Пособие по временной нетрудоспособности"""
услуга пособие страхователь;"прекращения деятельности страхователем на день обращения застрахованного лица за пособием;
 отсутствия возможности выплаты пособия по временной нетрудоспособности страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ;
 отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание, при наличии вступившего в законную силу решения суда об установлении факта невыплаты таким страхователем пособия по временной нетрудоспособности застрахованному лицу;
в случае, если на день обращения застрахованного лица за пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя."
страхователь услуга выплата гражданин лицо;"Заявителями на получение государственной услуги являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданств, а также иностранные граждане и лица без гражданства, временно пребывающие в РФ (за исключением высококвалифицированных специалистов в соответствии с Федеральным законом от 25.07.2002 № 115-ФЗ ""О правовом положении иностранных граждан в Российской Федерации"":
лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
 государственные гражданские служащие, муниципальные служащие;
лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
священнослужители;
лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
пособие страхователь услуга выплата поздний;Пособие назначается, если обращение за ним последовало не позднее 6 месяцев со дня восстановления трудоспособности (установления инвалидности), а также окончания периода освобождения от работы в случаях ухода за больным членом семьи, карантина, протезирования и долечивания.
стаж застрахованному страхователь услуга выплата;"Пособие по временной нетрудоспособности при утрате трудоспособности вследствие заболевания или травмы, при карантине, протезировании по медицинским показаниям и долечивании в санаторно-курортных организациях непосредственно после оказания медицинской помощи в стационарных условиях выплачивается в следующем размере:
1) застрахованному лицу, имеющему страховой стаж 8 и более лет - 100 процентов среднего заработка;
2) застрахованному лицу, имеющему страховой стаж от 5 до 8 лет - 80 процентов среднего заработка;
3) застрахованному лицу, имеющему страховой стаж до 5 лет - 60 процентов среднего заработка."
страхователь доверенность услуга выплата нотариально;"1. нотариально удостоверенная доверенность или доверенность, приравненная к нотариальной; 2. доверенность, удостоверенная организацией, в которой доверитель работает или учится, администрацией стационарного лечебного учреждения, в котором он находится на излечении; 3.Доверенность в простой письменной форме 4. Документ, подтверждающий право законного представителя (опекуна, попечителя) выступать от имени заявителя."
услуга нетрудоспособность страхователь листок;Листок нетрудоспособности установленной формы, выданный медицинской организацией, или в случае если листок нетрудоспособности сформирован в форме электронного документа, то представляется номер электронного листка нетрудоспособности.
заработный плата страхователь услуга выплата;"Справка о сумме заработной платы, иных выплат и вознаграждений за 2 календарных года, предшествующих году прекращения работы (службы, иной деятельности) или году обращения за справкой о сумме заработной платы, иных выплат и вознаграждений, и текущий календарный год, на которую были начислены страховые взносы, и о количестве календарных дней, приходящихся в указанном периоде на периоды временной нетрудоспособности, отпуска по беременности и родам, отпуска по уходу за ребенком, период освобождения работника от работы с полным или частичным сохранением заработной платы в соответствии с законодательством РФ, если на сохраняемую заработную плату за этот период страховые взносы в ФСС не начислялись, форма которой предусмотрена приложением №1 к приказу Министерства труда и социальной защиты РФ от 30.04.2013 № 182н. Документы, подтверждающие страховой стаж, определяемые Правилами подсчета и подтверждения страхового стажа для определения размеров пособий по временной нетрудоспособности, по беременности и родам, утвержденными приказом Министерства здравоохранения и социального развития Российской Федерации от 06.02.2007 № 91:

Трудовая книжка либо при отсутствии трудовой книжки - трудовые договоры, оформленные в соответствии с трудовым законодательством, действующим на день возникновения соответствующих правоотношений или ее копия, заверенная нотариально, для подтверждения наличия трудовых отношений с организацией, не выплачивающей пособие, а, следовательно, и права на обращение в региональное отделение ФСС, как застрахованного лица в порядке части 4 статьи 13 Федерального закона № 255-ФЗ."
случай вознаграждение страхователь делать услуга;"В случае если заявитель не имеет возможности представить справку (справки) о сумме заработка в связи с прекращением деятельности страхователем (страхователями) либо по иным причинам:

заявление застрахованного лица о направлении запроса в территориальный орган Пенсионного фонда РФ о представлении сведений о заработной плате, иных выплатах и вознаграждениях."
стаж страхователь услуга выплата страховой;"окументы, подтверждающие страховой стаж, определяемые Правилами подсчета и подтверждения страхового стажа для определения размеров пособий по временной нетрудоспособности, по беременности и родам, утвержденными приказом Министерства здравоохранения и социального развития РФ от 06.02.2007 № 91:

Например, трудовая книжка, письменные трудовые договоры, справки, выдаваемые работодателями, выписки из приказов, лицевые счета, ведомости на выдачу заработной платы."
обращение страхователь услуга выплата установление;"При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание:

вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия."
услуга пособие случай страхователь;" случае необходимости подтверждения:
прекращения деятельности страхователем на день обращения заявителя за пособием
либо отсутствия возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ,
либо невозможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание,
либо того, что на день обращения застрахованного лица за указанным пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя
территориальный орган ФСС направляет запросы в кредитные организации, налоговые органы, территориальные органы Федеральной службы судебных приставов и (или) арбитражному управляющему для получения:

а) документов, подтверждающих прекращение деятельности страхователем на день обращения заявителя за пособием (налоговые органы);б) документов, подтверждающих отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ (налоговые органы, кредитные организации); в) документов (информации), подтверждающей отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание в случае представления заявителем вступившего в законную силу решения суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия (территориальные органы Федеральной службы судебных приставов); г) документов, подтверждающих, что в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве, в случае отсутствия данной информации в Едином федеральном реестре сведений о банкротстве (налоговые органы); д) документов, подтверждающих нахождение требований застрахованного лица по выплате пособия в реестре требований кредиторов либо в требованиях кредиторов по текущим платежам в соответствии с Федеральным законом от 26.10.2002 № 127-ФЗ, а также о невыплате пособия с указанием периода и суммы невыплаты (арбитражный управляющий)."
нетрудоспособность страхователь услуга выплата временной;"Обращение за назначением и выплатой пособия по истечении шестимесячного срока со дня восстановления трудоспособности (установления инвалидности), а также окончания периода освобождения от работы в случаях ухода за больным членом семьи, карантина, протезирования и долечивания.

Перечень уважительных причин пропуска срока обращения за пособием по временной нетрудоспособности утвержден приказом Министерства здравоохранения и социального развития РФ от 31.01.2007 № 74 и включает следующие причины:
- непреодолимая сила, то есть чрезвычайные, непредотвратимые обстоятельства (землетрясение, ураган, наводнение, пожар и другое);
- длительная временная нетрудоспособность заявителя вследствие заболевания или травмы продолжительностью более шести месяцев;
- переезд на место жительства в другой населенный пункт, смена места пребывания;
- вынужденный прогул при незаконном увольнении или отстранении от работы;
- повреждение здоровья или смерть близкого родственника;
- иные причины, признанные уважительными в судебном порядке, при обращении заявителей в суд."
отсутствовать услуга выплата страхователь;Отсутствует
услуга выплата страхователь назначение;1.  назначение и выплата пособия или отказ в назначении и выплате пособия 2. Уведомление об отказе в приеме документов выдается в МФЦ на бумажном носителе, подготовленном СПб РО ФСС РФ, с приложенными документами заявителя
территориальный страхователь услуга орган выплата;Территориальный орган ФСС назначает и выплачивает пособие в течение 10 календарных дней со дня поступления в территориальный орган ФСС по месту регистрации страхователя документов, (информации), указанных в пунктах 12 и 16 административного регламента, независимо от способа подачи заявления о предоставлении государственной услуги.
указать нетрудоспособность случай должный;"В случае если в листке нетрудоспособности в строке ""Причина нетрудоспособности"" указан любой другой код кроме вышеуказанных, оформляется только услуга ""ФСС Пособие по временной нетрудоспособности"""
условие пособие нетрудоспособность страхователь;"прекращения деятельности страхователем на день обращения застрахованного лица за пособием;
 отсутствия возможности выплаты пособия по временной нетрудоспособности страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ;
 отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание, при наличии вступившего в законную силу решения суда об установлении факта невыплаты таким страхователем пособия по временной нетрудоспособности застрахованному лицу;
в случае, если на день обращения застрахованного лица за пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя."
нетрудоспособность являться гражданин лицо должный;"Заявителями на получение государственной услуги являются подлежащие обязательному социальному страхованию на случай временной нетрудоспособности и в связи с материнством граждане РФ, а также постоянно или временно проживающие на территории РФ иностранные граждане и лица без гражданств, а также иностранные граждане и лица без гражданства, временно пребывающие в РФ (за исключением высококвалифицированных специалистов в соответствии с Федеральным законом от 25.07.2002 № 115-ФЗ ""О правовом положении иностранных граждан в Российской Федерации"":
лица, работающие по трудовым договорам, в том числе руководители организаций, являющиеся единственными участниками (учредителями), членами организаций, собственниками их имущества;
 государственные гражданские служащие, муниципальные служащие;
лица, замещающие государственные должности РФ, государственные должности субъекта РФ, а также муниципальные должности, замещаемые на постоянной основе;члены производственного кооператива, принимающие личное трудовое участие в его деятельности;
священнослужители;
лица, осужденные к лишению свободы и привлеченные к оплачиваемому труду."
нетрудоспособность пособие период поздний должный;Пособие назначается, если обращение за ним последовало не позднее 6 месяцев со дня восстановления трудоспособности (установления инвалидности), а также окончания периода освобождения от работы в случаях ухода за больным членом семьи, карантина, протезирования и долечивания.
стаж застрахованному нетрудоспособность выплата размер;"Пособие по временной нетрудоспособности при утрате трудоспособности вследствие заболевания или травмы, при карантине, протезировании по медицинским показаниям и долечивании в санаторно-курортных организациях непосредственно после оказания медицинской помощи в стационарных условиях выплачивается в следующем размере:
1) застрахованному лицу, имеющему страховой стаж 8 и более лет - 100 процентов среднего заработка;
2) застрахованному лицу, имеющему страховой стаж от 5 до 8 лет - 80 процентов среднего заработка;
3) застрахованному лицу, имеющему страховой стаж до 5 лет - 60 процентов среднего заработка."
нетрудоспособность предоставляться доверенность нотариально доументы;"1. нотариально удостоверенная доверенность или доверенность, приравненная к нотариальной; 2. доверенность, удостоверенная организацией, в которой доверитель работает или учится, администрацией стационарного лечебного учреждения, в котором он находится на излечении; 3.Доверенность в простой письменной форме 4. Документ, подтверждающий право законного представителя (опекуна, попечителя) выступать от имени заявителя."
вид листок нетрудоспособность предоставлять;Листок нетрудоспособности установленной формы, выданный медицинской организацией, или в случае если листок нетрудоспособности сформирован в форме электронного документа, то представляется номер электронного листка нетрудоспособности.
информация заработный нетрудоспособность плата доход;"Справка о сумме заработной платы, иных выплат и вознаграждений за 2 календарных года, предшествующих году прекращения работы (службы, иной деятельности) или году обращения за справкой о сумме заработной платы, иных выплат и вознаграждений, и текущий календарный год, на которую были начислены страховые взносы, и о количестве календарных дней, приходящихся в указанном периоде на периоды временной нетрудоспособности, отпуска по беременности и родам, отпуска по уходу за ребенком, период освобождения работника от работы с полным или частичным сохранением заработной платы в соответствии с законодательством РФ, если на сохраняемую заработную плату за этот период страховые взносы в ФСС не начислялись, форма которой предусмотрена приложением №1 к приказу Министерства труда и социальной защиты РФ от 30.04.2013 № 182н. Документы, подтверждающие страховой стаж, определяемые Правилами подсчета и подтверждения страхового стажа для определения размеров пособий по временной нетрудоспособности, по беременности и родам, утвержденными приказом Министерства здравоохранения и социального развития Российской Федерации от 06.02.2007 № 91:

Трудовая книжка либо при отсутствии трудовой книжки - трудовые договоры, оформленные в соответствии с трудовым законодательством, действующим на день возникновения соответствующих правоотношений или ее копия, заверенная нотариально, для подтверждения наличия трудовых отношений с организацией, не выплачивающей пособие, а, следовательно, и права на обращение в региональное отделение ФСС, как застрахованного лица в порядке части 4 статьи 13 Федерального закона № 255-ФЗ."
нетрудоспособность случай заявитель вознаграждение делать;"В случае если заявитель не имеет возможности представить справку (справки) о сумме заработка в связи с прекращением деятельности страхователем (страхователями) либо по иным причинам:

заявление застрахованного лица о направлении запроса в территориальный орган Пенсионного фонда РФ о представлении сведений о заработной плате, иных выплатах и вознаграждениях."
стаж нетрудоспособность документ дополнительный страховой;"окументы, подтверждающие страховой стаж, определяемые Правилами подсчета и подтверждения страхового стажа для определения размеров пособий по временной нетрудоспособности, по беременности и родам, утвержденными приказом Министерства здравоохранения и социального развития РФ от 06.02.2007 № 91:

Например, трудовая книжка, письменные трудовые договоры, справки, выдаваемые работодателями, выписки из приказов, лицевые счета, ведомости на выдачу заработной платы."
нетрудоспособность документ дополнительный обращение установление;"При обращении заявителя за предоставлением государственной услуги в случае отсутствия возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание:

вступившее в законную силу решение суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия."
нетрудоспособность документ дополнительный пособие страхователь;" случае необходимости подтверждения:
прекращения деятельности страхователем на день обращения заявителя за пособием
либо отсутствия возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ,
либо невозможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание,
либо того, что на день обращения застрахованного лица за указанным пособием в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве страхователя
территориальный орган ФСС направляет запросы в кредитные организации, налоговые органы, территориальные органы Федеральной службы судебных приставов и (или) арбитражному управляющему для получения:

а) документов, подтверждающих прекращение деятельности страхователем на день обращения заявителя за пособием (налоговые органы);б) документов, подтверждающих отсутствие возможности выплаты пособия страхователем в связи с недостаточностью денежных средств на его счетах в кредитных организациях и применением очередности списания денежных средств со счета, предусмотренной Гражданским кодексом РФ (налоговые органы, кредитные организации); в) документов (информации), подтверждающей отсутствие возможности установления местонахождения страхователя и его имущества, на которое может быть обращено взыскание в случае представления заявителем вступившего в законную силу решения суда об установлении факта невыплаты страхователем пособия застрахованному лицу с указанием суммы задолженности и периода невыплаты пособия (территориальные органы Федеральной службы судебных приставов); г) документов, подтверждающих, что в отношении страхователя проводятся процедуры, применяемые в деле о банкротстве, в случае отсутствия данной информации в Едином федеральном реестре сведений о банкротстве (налоговые органы); д) документов, подтверждающих нахождение требований застрахованного лица по выплате пособия в реестре требований кредиторов либо в требованиях кредиторов по текущим платежам в соответствии с Федеральным законом от 26.10.2002 № 127-ФЗ, а также о невыплате пособия с указанием периода и суммы невыплаты (арбитражный управляющий)."
